,endTime,artistName,trackName,msPlayed,UniqueID,In Library,album,track_uri
17,2020-12-08 13:02,KR$NA,Untitled,151384,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
18,2020-12-08 13:13,KR$NA,Untitled,1746,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
19,2020-12-08 14:37,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,1450,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
20,2020-12-08 14:37,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,3801,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
21,2020-12-08 14:37,Fotty Seven,Baap Se,1360,Fotty Seven:Baap Se,0,,
22,2020-12-08 14:37,Jass Manak,No Competition,1213,Jass Manak:No Competition,1,No Competition,4AVe62GFbb3ffKXjUSpiuv
23,2020-12-08 14:37,KR$NA,Untitled,28940,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
24,2020-12-08 14:37,Maninder Buttar,Sakhiyaan,2945,Maninder Buttar:Sakhiyaan,0,,
25,2020-12-08 14:37,Diljit Dosanjh,Born to Shine,11608,Diljit Dosanjh:Born to Shine,0,,
26,2020-12-08 14:37,Diljit Dosanjh,Born to Shine,1988,Diljit Dosanjh:Born to Shine,0,,
27,2020-12-08 14:37,Bohemia,Ek Din,1663,Bohemia:Ek Din,0,,
28,2020-12-08 14:41,Fotty Seven,Baap Se,133487,Fotty Seven:Baap Se,0,,
29,2020-12-08 14:42,Diljit Dosanjh,Clash,68438,Diljit Dosanjh:Clash,0,,
30,2020-12-08 14:43,Maroon 5,Nobody's Love,18240,Maroon 5:Nobody's Love,0,,
31,2020-12-08 14:44,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,26263,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
32,2020-12-08 14:44,Jass Manak,No Competition,47480,Jass Manak:No Competition,1,No Competition,4AVe62GFbb3ffKXjUSpiuv
33,2020-12-08 14:44,Diljit Dosanjh,Born to Shine,2262,Diljit Dosanjh:Born to Shine,0,,
34,2020-12-08 14:45,KR$NA,Untitled,1781,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
35,2020-12-08 14:45,Maninder Buttar,Sakhiyaan,41582,Maninder Buttar:Sakhiyaan,0,,
36,2020-12-08 14:45,Maninder Buttar,Sakhiyaan,9340,Maninder Buttar:Sakhiyaan,0,,
37,2020-12-08 14:47,Pritam,"Aabaad Barbaad (From ""Ludo"")",91300,"Pritam:Aabaad Barbaad (From ""Ludo"")",1,"Aabaad Barbaad (From ""Ludo"")",0hFUtSsV2itYEUTZGj6w5H
38,2020-12-08 14:48,Ankur Tewari,"Dil Beparvah - The Dewarists, Season 5",34547,"Ankur Tewari:Dil Beparvah - The Dewarists, Season 5",0,,
39,2020-12-08 14:48,Gaurav Chatterji,Phoonk Phoonk,39510,Gaurav Chatterji:Phoonk Phoonk,0,,
40,2020-12-08 14:49,Gajendra Verma,Tera Ghata,50525,Gajendra Verma:Tera Ghata,0,,
41,2020-12-08 14:50,Kesha,TiK ToK,68254,Kesha:TiK ToK,0,,
42,2020-12-08 14:51,Alan Walker,Darkside,26538,Alan Walker:Darkside,0,,
43,2020-12-08 14:52,Tedi Pagg,Tu Hi Das De,50423,Tedi Pagg:Tu Hi Das De,0,,
44,2020-12-08 14:54,Jass Manak,Prada,10023,Jass Manak:Prada,0,,
45,2020-12-08 14:54,Umer Farooq,Patang,67297,Umer Farooq:Patang,0,,
46,2020-12-08 14:55,Yo Yo Honey Singh,Dil Chori,57152,Yo Yo Honey Singh:Dil Chori,0,,
47,2020-12-08 14:55,KR$NA,Seedha Makeover,24714,KR$NA:Seedha Makeover,0,,
48,2020-12-08 15:07,Taaruk Raina,Sukoon,101480,Taaruk Raina:Sukoon,0,,
49,2020-12-08 16:43,Pritam,"Aabaad Barbaad (From ""Ludo"")",76020,"Pritam:Aabaad Barbaad (From ""Ludo"")",1,"Aabaad Barbaad (From ""Ludo"")",0hFUtSsV2itYEUTZGj6w5H
50,2020-12-10 19:29,Tulsi Kumar,Piya Aaye Na,5300,Tulsi Kumar:Piya Aaye Na,0,,
51,2020-12-18 06:40,KR$NA,Untitled,151384,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
52,2020-12-18 06:40,Maninder Buttar,Sakhiyaan,66,Maninder Buttar:Sakhiyaan,0,,
53,2020-12-18 06:42,KR$NA,Untitled,126620,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
54,2020-12-18 08:20,KR$NA,Untitled,151384,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
55,2020-12-18 08:23,KR$NA,Untitled,151384,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
56,2020-12-18 08:23,KR$NA,Untitled,9075,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
57,2020-12-18 08:27,KR$NA,Living Legend,228235,KR$NA:Living Legend,0,,
58,2020-12-18 08:32,KR$NA,Living Legend,214782,KR$NA:Living Legend,0,,
59,2020-12-18 08:35,Jass Manak,No Competition,205500,Jass Manak:No Competition,1,No Competition,4AVe62GFbb3ffKXjUSpiuv
60,2020-12-18 08:37,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,3260,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
61,2020-12-18 08:37,Tulsi Kumar,Piya Aaye Na,95783,Tulsi Kumar:Piya Aaye Na,0,,
62,2020-12-18 08:37,Maninder Buttar,Sakhiyaan,2343,Maninder Buttar:Sakhiyaan,0,,
63,2020-12-18 08:37,Diljit Dosanjh,Born to Shine,6795,Diljit Dosanjh:Born to Shine,0,,
64,2020-12-18 08:40,Dua Lipa,Don't Start Now,183290,Dua Lipa:Don't Start Now,0,,
65,2020-12-18 08:44,Prem Dhillon,Old Skool,253636,Prem Dhillon:Old Skool,0,,
66,2020-12-18 08:49,Bohemia,Same Beef,290360,Bohemia:Same Beef,0,,
67,2020-12-18 08:50,Sidhu Moose Wala,Famous,25411,Sidhu Moose Wala:Famous,0,,
68,2020-12-20 11:16,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
69,2020-12-20 11:17,Dino James,Chamkeele Chuze,45726,Dino James:Chamkeele Chuze,0,,
70,2020-12-20 11:20,KR$NA,Untitled,151384,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
71,2020-12-24 07:36,KR$NA,Untitled,7734,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
72,2020-12-24 07:38,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
73,2020-12-24 07:57,KR$NA,The Key - Freestyle,50326,KR$NA:The Key - Freestyle,0,,
74,2020-12-24 08:37,KR$NA,The Key - Freestyle,51031,KR$NA:The Key - Freestyle,0,,
75,2020-12-24 08:39,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
76,2020-12-24 08:41,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
77,2020-12-24 08:43,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
78,2020-12-24 08:44,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
79,2020-12-24 08:58,KR$NA,The Key - Freestyle,58655,KR$NA:The Key - Freestyle,0,,
80,2020-12-24 10:21,KR$NA,Living Legend,200,KR$NA:Living Legend,0,,
81,2020-12-24 10:22,KR$NA,The Key - Freestyle,93790,KR$NA:The Key - Freestyle,0,,
82,2020-12-24 17:24,KR$NA,Living Legend,7050,KR$NA:Living Legend,0,,
83,2020-12-24 17:24,KR$NA,Say My Name,2830,KR$NA:Say My Name,0,,
84,2020-12-24 17:24,Diljit Dosanjh,Intro,10010,Diljit Dosanjh:Intro,0,,
85,2020-12-24 17:24,KR$NA,The Key - Freestyle,2532,KR$NA:The Key - Freestyle,0,,
86,2020-12-24 17:24,KR$NA,The Key - Freestyle,7558,KR$NA:The Key - Freestyle,0,,
87,2020-12-27 07:14,KR$NA,Seedha Makeover,30934,KR$NA:Seedha Makeover,0,,
88,2020-12-27 07:14,KR$NA,Seedha Makeover,7763,KR$NA:Seedha Makeover,0,,
89,2020-12-27 07:19,KR$NA,Seedha Makeover,221781,KR$NA:Seedha Makeover,0,,
90,2020-12-27 07:20,Deep Kalsi,Warm Up (Refix),9065,Deep Kalsi:Warm Up (Refix),0,,
91,2020-12-27 07:21,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
92,2020-12-27 07:23,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
93,2020-12-27 07:25,KR$NA,The Key - Freestyle,101333,KR$NA:The Key - Freestyle,0,,
94,2020-12-27 07:26,KR$NA,The Key - Freestyle,46448,KR$NA:The Key - Freestyle,0,,
95,2020-12-27 07:28,KR$NA,Untitled,151384,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
96,2020-12-27 07:28,Maninder Buttar,Sakhiyaan,7946,Maninder Buttar:Sakhiyaan,0,,
97,2020-12-27 07:31,KR$NA,Untitled,151384,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
98,2020-12-27 07:32,KR$NA,Untitled,77538,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
99,2020-12-27 07:35,KR$NA,Living Legend,181283,KR$NA:Living Legend,0,,
100,2020-12-27 07:38,Jass Manak,No Competition,205500,Jass Manak:No Competition,1,No Competition,4AVe62GFbb3ffKXjUSpiuv
101,2020-12-27 07:50,Tulsi Kumar,Piya Aaye Na,90103,Tulsi Kumar:Piya Aaye Na,0,,
102,2021-01-11 12:05,Pritam,Judai,159830,Pritam:Judai,0,,
103,2021-01-11 12:10,Rekha Bhardwaj,"Judaai (From ""Badlapur)",268630,"Rekha Bhardwaj:Judaai (From ""Badlapur)",0,,
104,2021-01-11 12:13,Pritam,Jannat Jahan,203780,Pritam:Jannat Jahan,0,,
105,2021-01-11 12:14,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,50260,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
106,2021-01-11 12:17,KR$NA,Untitled,142770,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
107,2021-01-15 18:16,Rashmeet Kaur,Bajre Da Sitta,81070,Rashmeet Kaur:Bajre Da Sitta,0,,
108,2021-01-15 19:02,Pritam,Tum Mile,41030,Pritam:Tum Mile,0,,
109,2021-01-15 19:02,Pritam,Judai,71260,Pritam:Judai,0,,
110,2021-01-15 19:02,Pritam,Tu Hi Haqeeqat,7860,Pritam:Tu Hi Haqeeqat,0,,
111,2021-01-15 19:05,Pritam,Haan Tu Hain,1560,Pritam:Haan Tu Hain,0,,
112,2021-01-15 19:05,Pritam,Tujhi Mein,4640,Pritam:Tujhi Mein,0,,
113,2021-01-15 19:05,Annie,Mahiya - Remix,3480,Annie:Mahiya - Remix,0,,
114,2021-01-15 19:05,Anuradha Paudwal,Thi Meri Dastan,3240,Anuradha Paudwal:Thi Meri Dastan,0,,
115,2021-01-15 19:05,Atif Aslam,Lamhe - Dj Mix,135620,Atif Aslam:Lamhe - Dj Mix,0,,
116,2021-01-15 19:05,James,Bheegi Bheegi,27710,James:Bheegi Bheegi,0,,
117,2021-01-15 19:05,KK,Tu Hi Meri Shab Hai,2230,KK:Tu Hi Meri Shab Hai,0,,
118,2021-01-15 19:31,Kunal Ganjawala,Loot Jayenge (Remix),5990,Kunal Ganjawala:Loot Jayenge (Remix),0,,
119,2021-01-17 17:08,Kaka,Temporary Pyar,14800,Kaka:Temporary Pyar,0,,
120,2021-01-17 17:08,Kaka,Temporary Pyar,18900,Kaka:Temporary Pyar,0,,
121,2021-01-17 17:10,Temple Bhajan Band,Namaste Narasimhaya,340,Temple Bhajan Band:Namaste Narasimhaya,0,,
122,2021-01-17 17:10,Kaka,Dhoor Pendi,4960,Kaka:Dhoor Pendi,0,,
123,2021-01-17 17:10,Kaka,Tennu Ni Khabran,2730,Kaka:Tennu Ni Khabran,0,,
124,2021-01-17 17:10,The Stargazrs,Pyaar,3940,The Stargazrs:Pyaar,0,,
125,2021-01-17 17:10,Kaka,Surma,21000,Kaka:Surma,0,,
126,2021-01-17 17:10,Kaka,Surma,1470,Kaka:Surma,0,,
127,2021-01-17 17:12,Kaka,Temporary Pyar,3090,Kaka:Temporary Pyar,0,,
128,2021-01-17 17:12,Kaka,Temporary Pyar,6220,Kaka:Temporary Pyar,0,,
129,2021-01-18 12:13,Suzanne D'Mello,Mahiya,520,Suzanne D'Mello:Mahiya,0,,
130,2021-01-18 12:13,Mustafa Zahid,Tera Mera Rishta - Remix,2060,Mustafa Zahid:Tera Mera Rishta - Remix,0,,
131,2021-01-18 12:13,Atif Aslam,Aadat,430,Atif Aslam:Aadat,0,,
132,2021-01-18 12:13,Zubeen Garg,Ya Ali,1010,Zubeen Garg:Ya Ali,0,,
133,2021-01-18 12:13,Seema Alimchandani,Voice Over And Kaho Na Kaho,1570,Seema Alimchandani:Voice Over And Kaho Na Kaho,0,,
134,2021-01-18 12:13,Mithoon,Wo Ajnabee,780,Mithoon:Wo Ajnabee,0,,
135,2021-01-18 12:13,Shreya Ghoshal,Agar Tum Mil Jao,250,Shreya Ghoshal:Agar Tum Mil Jao,0,,
136,2021-01-18 12:13,Atif Aslam,Woh Lamhe Woh Baatein,3120,Atif Aslam:Woh Lamhe Woh Baatein,0,,
137,2021-01-20 11:10,Alisha Chinai,Dheere Dheere - Alisha Chinai,1530,Alisha Chinai:Dheere Dheere - Alisha Chinai,0,,
138,2021-01-23 11:02,Afsana Khan,Titliaan,170,Afsana Khan:Titliaan,0,,
139,2021-01-23 11:04,Afsana Khan,Titliaan,88560,Afsana Khan:Titliaan,0,,
140,2021-01-23 11:25,KR$NA,Untitled,81600,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
141,2021-01-23 18:09,Badshah,Awaara (feat. Reet Talwar),194551,Badshah:Awaara (feat. Reet Talwar),0,,
142,2021-01-23 18:27,Badshah,Awaara (feat. Reet Talwar),284129,Badshah:Awaara (feat. Reet Talwar),0,,
143,2021-01-23 19:00,Badshah,Awaara (feat. Reet Talwar),194551,Badshah:Awaara (feat. Reet Talwar),0,,
144,2021-01-23 20:05,Badshah,Awaara (feat. Reet Talwar),75460,Badshah:Awaara (feat. Reet Talwar),0,,
145,2021-01-24 08:57,Badshah,Awaara (feat. Reet Talwar),188911,Badshah:Awaara (feat. Reet Talwar),0,,
146,2021-01-24 08:57,Badshah,Awaara (feat. Reet Talwar),649,Badshah:Awaara (feat. Reet Talwar),0,,
147,2021-01-24 08:58,KR$NA,The Key - Freestyle,57790,KR$NA:The Key - Freestyle,0,,
148,2021-01-29 13:47,KR$NA,Untitled,77210,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
149,2021-01-30 12:06,KR$NA,Roll Up,9600,KR$NA:Roll Up,1,Roll Up,2HBnruSUjUJhqNePQXObRK
150,2021-01-31 08:11,KR$NA,Roll Up,195505,KR$NA:Roll Up,1,Roll Up,2HBnruSUjUJhqNePQXObRK
151,2021-01-31 08:16,KR$NA,Roll Up,146082,KR$NA:Roll Up,1,Roll Up,2HBnruSUjUJhqNePQXObRK
152,2021-01-31 16:10,KR$NA,Roll Up,195505,KR$NA:Roll Up,1,Roll Up,2HBnruSUjUJhqNePQXObRK
153,2021-01-31 16:11,KR$NA,Roll Up,14575,KR$NA:Roll Up,1,Roll Up,2HBnruSUjUJhqNePQXObRK
154,2021-01-31 16:11,Jass Manak,No Competition,2980,Jass Manak:No Competition,1,No Competition,4AVe62GFbb3ffKXjUSpiuv
155,2021-02-03 09:02,KR$NA,Untitled,123780,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
156,2021-02-03 09:06,KR$NA,Roll Up,195505,KR$NA:Roll Up,1,Roll Up,2HBnruSUjUJhqNePQXObRK
157,2021-02-03 09:09,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,71244,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
158,2021-02-03 09:10,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,670,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
159,2021-02-03 09:10,KR$NA,Living Legend,3450,KR$NA:Living Legend,0,,
160,2021-02-03 09:10,Rashmeet Kaur,Bajre Da Sitta,8290,Rashmeet Kaur:Bajre Da Sitta,0,,
161,2021-02-03 09:11,KR$NA,Untitled,52830,KR$NA:Untitled,1,Untitled,2Yrl9A9VQg7QoCxeR9ktnn
162,2021-02-04 17:49,Kaka,Temporary Pyar,242021,Kaka:Temporary Pyar,0,,
163,2021-02-04 17:50,Kaka,Temporary Pyar,92589,Kaka:Temporary Pyar,0,,
164,2021-02-05 15:00,Sidhu Moose Wala,Aj Kal Ve,178060,Sidhu Moose Wala:Aj Kal Ve,0,,
165,2021-02-07 15:54,Jay Sean,Ride It (Kya Yehi Pyar Hai),2600,Jay Sean:Ride It (Kya Yehi Pyar Hai),0,,
166,2021-02-07 16:01,Jay Sean,Ride It (Kya Yehi Pyar Hai),118361,Jay Sean:Ride It (Kya Yehi Pyar Hai),0,,
167,2021-02-07 16:03,Cheb i Sabbah,Toura Toura - The Nav Deep Remix,58320,Cheb i Sabbah:Toura Toura - The Nav Deep Remix,0,,
168,2021-02-07 16:04,DIVINE,Mirchi,6185,DIVINE:Mirchi,0,,
169,2021-02-07 16:04,DIVINE,Mirchi,23,DIVINE:Mirchi,0,,
170,2021-02-07 16:04,DIVINE,Mirchi,2405,DIVINE:Mirchi,0,,
171,2021-02-07 16:04,Jass Manak,No Competition,63920,Jass Manak:No Competition,1,No Competition,4AVe62GFbb3ffKXjUSpiuv
172,2021-02-07 16:05,DIVINE,Mirchi,53762,DIVINE:Mirchi,0,,
173,2021-02-07 16:05,Bohemia,Same Beef,5100,Bohemia:Same Beef,0,,
174,2021-02-07 16:05,Jass Manak,Prada,4603,Jass Manak:Prada,0,,
175,2021-02-07 16:05,Prem Dhillon,Old Skool,3828,Prem Dhillon:Old Skool,0,,
176,2021-02-07 16:07,Arijit Singh,"Ghungroo (From ""War"")",75689,"Arijit Singh:Ghungroo (From ""War"")",0,,
177,2021-02-07 16:08,Amit Trivedi,Jugni,89684,Amit Trivedi:Jugni,0,,
178,2021-02-07 16:10,Ali Pervez Mehdi,Gal Sunn,110571,Ali Pervez Mehdi:Gal Sunn,0,,
179,2021-02-07 16:11,Himesh Reshammiya,Jhalak Dikhla Ja (Remix),77682,Himesh Reshammiya:Jhalak Dikhla Ja (Remix),0,,
180,2021-02-07 16:13,Lucky Ali,O Sanam,119799,Lucky Ali:O Sanam,0,,
181,2021-02-07 16:15,Badshah,Chandigarh Mein,13880,Badshah:Chandigarh Mein,0,,
182,2021-02-07 16:15,Gajendra Verma,Tera Ghata,66057,Gajendra Verma:Tera Ghata,0,,
183,2021-02-07 16:33,Harrdy Sandhu,Hornn Blow,2720,Harrdy Sandhu:Hornn Blow,0,,
184,2021-02-07 17:20,Jay Sean,Ride It (Original Version),155110,Jay Sean:Ride It (Original Version),0,,
185,2021-02-07 17:20,Jasmine Sandlas,Baddal,37710,Jasmine Sandlas:Baddal,0,,
186,2021-02-08 11:13,Gajendra Verma,Tera Ghata,4040,Gajendra Verma:Tera Ghata,0,,
187,2021-02-08 11:13,Jasmine Sandlas,Baddal,15940,Jasmine Sandlas:Baddal,0,,
188,2021-02-08 11:15,Kaka,Temporary Pyar,163080,Kaka:Temporary Pyar,0,,
189,2021-02-12 15:26,Travis Scott,Goosebumps - Remix,67557,Travis Scott:Goosebumps - Remix,0,,
190,2021-02-12 15:27,Travis Scott,Goosebumps - Remix,16127,Travis Scott:Goosebumps - Remix,0,,
191,2021-02-12 15:27,Travis Scott,Goosebumps - Remix,632,Travis Scott:Goosebumps - Remix,0,,
192,2021-02-12 15:27,Travis Scott,Goosebumps - Remix,3786,Travis Scott:Goosebumps - Remix,0,,
193,2021-02-12 15:27,DIVINE,Vibe Hai,3125,DIVINE:Vibe Hai,0,,
194,2021-02-12 15:27,Jessie J,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",4950,"Jessie J:Flashlight - From ""Pitch Perfect 2"" Soundtrack",0,,
195,2021-02-12 15:27,Coldplay,Hymn for the Weekend,19710,Coldplay:Hymn for the Weekend,1,A Head Full of Dreams,3RiPr603aXAoi4GHyXx0uy
196,2021-02-12 15:30,Jessie J,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",152281,"Jessie J:Flashlight - From ""Pitch Perfect 2"" Soundtrack",0,,
197,2021-02-12 15:30,Jessie J,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",6572,"Jessie J:Flashlight - From ""Pitch Perfect 2"" Soundtrack",0,,
198,2021-02-14 05:26,Sanam,Dil Kya Kare,297,Sanam:Dil Kya Kare,0,,
199,2021-02-14 05:29,Adnan Sami,Dil Kya Kare,181298,Adnan Sami:Dil Kya Kare,0,,
200,2021-02-14 05:31,Adnan Sami,Teri Yaad,94105,Adnan Sami:Teri Yaad,0,,
201,2021-02-14 05:33,Adnan Sami,Tera Chehra,121173,Adnan Sami:Tera Chehra,0,,
202,2021-02-14 05:35,Mithoon,Wo Ajnabee,137074,Mithoon:Wo Ajnabee,0,,
203,2021-02-14 05:38,KK,Beete Lamhein,168123,KK:Beete Lamhein,1,The Train,0zQa7QXLpUZfrrsWbgDZll
204,2021-02-14 05:43,Pritam,Tum Se Hi,187384,Pritam:Tum Se Hi,0,,
205,2021-02-14 05:44,Pritam,Haan Main Galat,0,Pritam:Haan Main Galat,0,,
206,2021-02-14 05:44,Pritam,Shayad - Reprise,6032,Pritam:Shayad - Reprise,0,,
207,2021-02-14 05:44,Pritam,Aur Tanha,558,Pritam:Aur Tanha,0,,
208,2021-02-14 05:44,Pritam,Yeh Dooriyan,36983,Pritam:Yeh Dooriyan,0,,
209,2021-02-14 05:44,Pritam,Yeh Dooriyan,24346,Pritam:Yeh Dooriyan,0,,
210,2021-02-14 05:44,Pritam,Parmeshwara,3630,Pritam:Parmeshwara,0,,
211,2021-02-14 05:44,Pritam,Dhak Dhak,2028,Pritam:Dhak Dhak,0,,
212,2021-02-14 05:45,Pritam,Mehrama,31553,Pritam:Mehrama,0,,
213,2021-02-14 05:47,Atif Aslam,Jab Koi Baat - Recreated,14430,Atif Aslam:Jab Koi Baat - Recreated,0,,
214,2021-02-14 05:47,Adnan Sami,Dil Kya Kare,115504,Adnan Sami:Dil Kya Kare,0,,
215,2021-02-14 05:50,Amrita Singh,Valentine's Mashup 2019,158600,Amrita Singh:Valentine's Mashup 2019,0,,
216,2021-02-14 05:53,Atif Aslam,Jaane De,135680,Atif Aslam:Jaane De,0,,
217,2021-02-14 05:55,Mithoon,Wo Ajnabee,112276,Mithoon:Wo Ajnabee,0,,
218,2021-02-14 05:57,KK,Beete Lamhein,153869,KK:Beete Lamhein,1,The Train,0zQa7QXLpUZfrrsWbgDZll
219,2021-02-14 06:09,Pritam,Aabaad Barbaad,58240,Pritam:Aabaad Barbaad,0,,
220,2021-02-19 09:28,KR$NA,Villain,218400,KR$NA:Villain,1,Villain,4fs0SU0T6We8fzKXrCE8it
221,2021-02-19 09:32,KR$NA,Villain,218400,KR$NA:Villain,1,Villain,4fs0SU0T6We8fzKXrCE8it
222,2021-02-19 09:35,KR$NA,Villain,217000,KR$NA:Villain,1,Villain,4fs0SU0T6We8fzKXrCE8it
223,2021-02-19 09:39,DIVINE,Mirchi,192923,DIVINE:Mirchi,0,,
224,2021-02-19 09:42,DIVINE,Mirchi,192923,DIVINE:Mirchi,0,,
225,2021-02-19 09:45,DIVINE,Mirchi,192923,DIVINE:Mirchi,0,,
226,2021-02-19 09:48,DIVINE,Mirchi,7397,DIVINE:Mirchi,0,,
227,2021-02-19 09:48,DIVINE,Mirchi,192923,DIVINE:Mirchi,0,,
228,2021-02-19 09:51,Arizona Zervas,ROXANNE,163636,Arizona Zervas:ROXANNE,0,,
229,2021-02-19 09:54,DIVINE,Mirchi,192923,DIVINE:Mirchi,0,,
230,2021-02-19 09:59,Arijit Singh,"Ghungroo (From ""War"")",274450,"Arijit Singh:Ghungroo (From ""War"")",0,,
231,2021-02-19 10:02,Jay Sean,Ride It (Kya Yehi Pyar Hai),193706,Jay Sean:Ride It (Kya Yehi Pyar Hai),0,,
232,2021-02-19 10:05,Arizona Zervas,ROXANNE,163636,Arizona Zervas:ROXANNE,0,,
233,2021-02-19 10:08,DIVINE,Mirchi,192923,DIVINE:Mirchi,0,,
234,2021-02-19 10:13,Arijit Singh,"Ghungroo (From ""War"")",302935,"Arijit Singh:Ghungroo (From ""War"")",0,,
